,summary,Hazard,Mitigation,Impacts,Causes,word
people missing,16.936101610125988,0.3707538394029786,-0.15871125194267452,-0.05690260971515619,-0.1943901952791021,people missing
after floods,25.06754738852962,0.8934719336234633,-0.5828903027037284,-0.3550614323016691,-0.45667017710577185,after floods
indonesia main,11.827514924262854,0.2582158869011743,-0.14896737137749883,0.0018695578362124782,-0.14507953885280284,indonesia main
island java,14.601499265970212,0.20790733415138138,-0.13943818401666688,0.03226125319760739,-0.15000194773128497,island java
java bringing,9.214488019301584,0.1596170313237383,-0.12893417337318525,0.03675379558381366,-0.10313523591883747,java bringing
bringing the,20.74610369822822,-0.02623197763244975,0.0014887276134102757,0.009130157518414487,0.007700927086897237,bringing the
toll,67.54849932222612,-0.14808966542746302,0.032612407484448505,0.08127676029838508,-0.06793144999438872,toll
death toll,67.54849932222612,-0.14808966542746302,0.032612407484448505,0.08127676029838508,-0.06793144999438872,death toll
JAKARTA,13.807673102308142,0.06876763498936651,-0.049843477292928276,0.010100522934337997,-0.03181994419277292,JAKARTA
toll jakarta,5.596933313496262,0.13696629159410006,-0.07675327802609294,0.004178126122282804,-0.06943220499377926,toll jakarta
jakarta indonesia,17.069089391245264,0.021770398116690824,-0.009652463197890941,0.009397650481631374,-0.030246320130094526,jakarta indonesia
rescuers retrieved,14.166480432819082,0.10599717349028209,-0.026009040609142133,-0.01996594579456636,-0.04804032036105633,rescuers retrieved
bodies after,21.70054214395003,0.0012669722469503437,0.004715179055557786,0.021606123313989332,-0.05315559550490742,bodies after
after they,17.00506299869065,0.09650609928775612,-0.027075448566889215,-0.003104855410708319,-0.06993371421639205,after they
Wednesday,91.55031061661101,-0.008881001443758309,-0.007794397784054354,0.046834303004044384,-0.07916373129173314,Wednesday
search wednesday,11.480040523221577,0.2971213652032824,-0.12235248076779692,-0.04730293268865198,-0.13493679090992294,search wednesday
wednesday for,12.863921345243812,0.30136734468159215,-0.11753802124687603,-0.05218484508584403,-0.1380968568721432,wednesday for
Indonesias,8.397739542900693,0.1383086118538065,-0.09868787226828997,0.010101762744263386,-0.054670707678993485,Indonesias
landslides indonesia+s,5.252559335663901,0.32132968924085276,-0.15336978064357626,-0.04686796487992774,-0.13462115247880216,landslides indonesia+s
indonesia+s main,6.107065115635236,0.20807883574232483,-0.09360814203247617,-0.021092818354588358,-0.09165169476365544,indonesia+s main
bringin…,7.235050108264099,0.28414000516595783,-0.12454225093519428,-0.04766442509581809,-0.10977808235164625,bringin…
java bringin…,7.235050108264099,0.28414000516595783,-0.12454225093519428,-0.04766442509581809,-0.10977808235164625,java bringin…
+2730,14.130866441802528,-0.041988530786178535,0.02025223840946727,0.02433236620335319,-0.033305837986154926,+2730
bringin… +2730,4.771627873469186,0.24274383722924928,-0.08310186573607413,-0.06674758731634008,-0.062134946776597755,bringin… +2730
+2730 chars,12.807884572564209,-0.029421206304999906,0.01746701130228712,0.018865662049752572,-0.031336069563080535,+2730 chars
Designers,2.4636281052461055,0.631590651956973,-0.21050450374106483,-0.3596194736221966,-0.0965851905282571,Designers
designer+s say,2.506561283321874,0.6597902285962521,-0.2277812079554312,-0.37689617783656293,-0.11386189474262344,designer+s say
making,23.46553672071722,0.043654214541111784,-0.026943789198572956,-0.02771391499262734,0.041882381188941255,making
say making,2.563968639893426,0.6948917528390773,-0.2504257088263493,-0.39954067870748117,-0.13650639561354172,say making
stock,2.6181297250666007,0.7255716540848883,-0.27132961824316243,-0.42044458812429425,-0.15741030503035489,stock
making stock,2.6181297250666007,0.7255716540848883,-0.27132961824316243,-0.42044458812429425,-0.15741030503035489,making stock
image,2.679651666189463,0.7578826860832465,-0.29455621154632994,-0.44367118142746165,-0.18063689833352228,image
stock image,2.679651666189463,0.7578826860832465,-0.29455621154632994,-0.44367118142746165,-0.18063689833352228,stock image
sites,6.5532535946977335,0.3401241697210556,-0.07793321526535053,-0.1383262190273155,-0.08223970674514482,sites
image sites,2.764625153241487,0.7986285833186009,-0.32577445810966577,-0.4748894279907974,-0.21185514489685822,image sites
unusable,2.893827502712679,0.8533211462754328,-0.3714494220621581,-0.5205643919432899,-0.2575301088493505,unusable
sites unusable,2.893827502712679,0.8533211462754328,-0.3714494220621581,-0.5205643919432899,-0.2575301088493505,sites unusable
unusable deluge,3.628723899608859,1.0608595928323892,-0.5977504444371499,-0.7468654143182816,-0.4838311312243423,unusable deluge
slop,2.8435635744845578,0.8329847545137427,-0.3539274461165352,-0.503042415997667,-0.24000813290372755,slop
deluge slop,2.8435635744845578,0.8329847545137427,-0.3539274461165352,-0.503042415997667,-0.24000813290372755,deluge slop
slop making,2.563968639893426,0.6948917528390773,-0.2504257088263493,-0.39954067870748117,-0.13650639561354172,slop making
harder,2.6010811770956415,0.716152508462096,-0.26479659670905215,-0.4139115665901839,-0.15087728349624463,harder
making harder,2.6010811770956415,0.716152508462096,-0.26479659670905215,-0.4139115665901839,-0.15087728349624463,making harder
find,10.128289132637402,0.13536587660074884,-0.012663535430399562,-0.047827017794917534,-0.04794415244563446,find
harder find,2.532973122770539,0.676290676887297,-0.23826316090792474,-0.3873781307890564,-0.1243438476951172,harder find
decent,2.506561283321874,0.6597902285962521,-0.2277812079554312,-0.37689617783656293,-0.11386189474262344,decent
find decent,2.506561283321874,0.6597902285962521,-0.2277812079554312,-0.37689617783656293,-0.11386189474262344,find decent
images,3.6422642743276548,0.8141819597359187,-0.6014749424138823,-0.750589912295014,0.2707012381977505,images
decent image+s,2.47536318486747,0.639475612390423,-0.2152565273893126,-0.36437149727044427,-0.10133721417650504,decent image+s
supposed,2.426914944136232,0.6060061652660913,-0.19549028122453144,-0.34460525110566326,-0.08157096801172382,supposed
supposed make,2.3951973559995694,0.582708870387826,-0.1823350315815476,-0.33145000146267944,-0.0684157183687402,supposed make
things,7.8223103995453265,0.07806511622566843,-0.005681091457527611,-0.052784712529997495,0.022403560964553374,things
make things,2.383865860461775,0.5740988858198485,-0.17759288180877905,-0.32670785168991084,-0.06367356859597155,make things
quicker,2.369473312470343,0.56293448684948,-0.17153710019842028,-0.32065207007955193,-0.05761778698561264,quicker
things quick+er,2.369473312470343,0.56293448684948,-0.17153710019842028,-0.32065207007955193,-0.05761778698561264,things quick+er
quick+er and,2.3547887469036537,0.5512705399774513,-0.16532042014337364,-0.3144353900245054,-0.051401106930566175,quick+er and
easier,2.3480487333435374,0.5458216524325876,-0.1624540577810311,-0.31156902766216293,-0.04853474456822354,easier
and easier,2.3480487333435374,0.5458216524325876,-0.1624540577810311,-0.31156902766216293,-0.04853474456822354,and easier
easier right,2.3356002603243793,0.535595339811176,-0.15713832966008096,-0.3062532995412128,-0.043219016447273426,easier right
But,36.99977129706129,-0.12953962591550794,0.0026909784752745347,0.10091431773783148,-0.08856847876085196,But
but while,2.3203895747672303,0.5228046198965963,-0.15060449251302122,-0.2997194623941531,-0.036685179300213484,but while
true,9.994213015025537,0.03182667398210373,-0.0025741941173438223,-0.03788316529213894,0.04211916023622443,true
while true,2.3069842364776463,0.5112524276293463,-0.14481054703223803,-0.29392551691336993,-0.0308912338194305,while true
true that,2.301393965239664,0.5063550521173702,-0.14238441196459628,-0.29149938184572805,-0.02846509875178881,true that
tools,2.293017236474911,0.4989262581221463,-0.13873792161838486,-0.2878528914995166,-0.024818608405577237,tools
that tools,2.293017236474911,0.4989262581221463,-0.13873792161838486,-0.2878528914995166,-0.024818608405577237,that tools
tools can,2.2871472814309928,0.49365476306684286,-0.1361747131420131,-0.28528968302314484,-0.022255399929205427,tools can
automate,2.2834123095452297,0.49027186493525415,-0.13454035190339275,-0.2836553217845244,-0.02062103869058496,automate
can automat+e,2.2834123095452297,0.49027186493525415,-0.13454035190339275,-0.2836553217845244,-0.02062103869058496,can automat+e
streamline,2.2729731183579513,0.4806959387930785,-0.12995811907067698,-0.2790730889518087,-0.016038805857869185,streamline
automat+e streamline,2.2729731183579513,0.4806959387930785,-0.12995811907067698,-0.2790730889518087,-0.016038805857869185,automat+e streamline
streamline some,2.26428983460435,0.47259211797589495,-0.12613057173892805,-0.2752455416200597,-0.01221125852612038,streamline some
some the,3.219816605908873,0.6783083488832752,-0.478193804021177,-0.40099134574190926,0.12012647562165216,some the
most,36.631764764124455,-0.03472917357249647,-0.02823632268463704,-0.018995020633662794,0.10722502957375547,most
the most,19.578938046006666,-0.006150172714551369,-0.05113999171139708,-0.06175646900893329,0.1784958890152923,the most
tedious,2.2522602463040333,0.4611508194470515,-0.12080366667612949,-0.26991863655726134,-0.006884353463321853,tedious
most tediou+s,2.2522602463040333,0.4611508194470515,-0.12080366667612949,-0.26991863655726134,-0.006884353463321853,most tediou+s
tasks,2.247099723118234,0.45616430443808675,-0.11850977355189132,-0.2676247434330232,-0.004590460339083663,tasks
tediou+s task+s,2.247099723118234,0.45616430443808675,-0.11850977355189132,-0.2676247434330232,-0.004590460339083663,tediou+s task+s
appears,10.683440133646158,-0.040541368792601645,0.03308705476916907,0.002281868190678989,-0.007446848708724978,appears
task+s appears,2.241039802420673,0.4502472326361213,-0.11580935644336912,-0.26492432632450086,-0.0018900432305614303,task+s appears
appears that,2.301393965239664,0.5063550521173702,-0.14238441196459628,-0.29149938184572805,-0.02846509875178881,appears that
tech,2.231611540877317,0.44090635800646977,-0.11159338932015324,-0.2607083592012849,0.002325923892654363,tech
the tech,2.231611540877317,0.44090635800646977,-0.11159338932015324,-0.2607083592012849,0.002325923892654363,the tech
tech its,2.2270112164725857,0.4362878257082918,-0.10952982562008036,-0.258644795501212,0.004389487592727388,tech its
results,2.2250449004559942,0.4343013500996527,-0.10864649616833799,-0.25776146604946965,0.005272817044469734,results
its results,2.2250449004559942,0.4343013500996527,-0.10864649616833799,-0.25776146604946965,0.005272817044469734,its results
results are,2.2207844237141026,0.42997147437982874,-0.10672987826177965,-0.25584484814291153,0.007189434951027956,results are
mak…,2.218959764431626,0.4281062379343481,-0.10590791226199028,-0.25502288214312197,0.008011400950817463,mak…
are mak…,2.218959764431626,0.4281062379343481,-0.10590791226199028,-0.25502288214312197,0.008011400950817463,are mak…
+2795,2.2162976227785127,0.4253731094733916,-0.1047074669482711,-0.25382243682940286,0.009211846264536323,+2795
mak… +2795,2.2162976227785127,0.4253731094733916,-0.1047074669482711,-0.25382243682940286,0.009211846264536323,mak… +2795
+2795 char+s,2.213720983774097,0.422714345115029,-0.10354420352939546,-0.2526591734105272,0.010375109683412124,+2795 char+s
Southcrest,3.714091088933558,0.3234828253339352,-0.44256150450123366,-0.24552892492075493,0.4132647618899256,Southcrest
awaits,3.146116632150754,0.21671780288509468,-0.4550382778790477,-0.2710409474487799,0.5392719323518498,awaits
southcrest awaits,3.146116632150754,0.21671780288509468,-0.4550382778790477,-0.2710409474487799,0.5392719323518498,southcrest awaits
stormwater,3.5059621321124084,0.12034505712382954,-0.5633343863335789,-0.35710380088784677,0.7201671079058507,stormwater
awaits stormwater,3.5059621321124084,0.12034505712382954,-0.5633343863335789,-0.35710380088784677,0.7201671079058507,awaits stormwater
upgrades,4.014360758764898,0.7296178686366092,-0.69874752223742,-0.4449563757307656,0.2156764882333002,upgrades
stormwater upgrades,3.159843294780891,0.24486775088795817,-0.45939183688349694,-0.20560069037684264,0.45503217358722325,stormwater upgrades
upgrades jan,3.1495945123189184,0.27369048443273564,-0.45614311907717014,-0.11412335428116696,0.3191242996072068,upgrades jan
struggle,5.449397145962137,0.12218551648819485,-0.17602539864871516,-0.011461408116306646,0.09764081557007681,struggle
victims struggle,3.192561783251195,0.31887612333138027,-0.4696930621345334,-0.04807346264288413,0.18143592052812804,victims struggle
recover,18.775485589550996,-0.054707139611078114,-0.022384335044991367,0.01849479092421985,0.049579482798633785,recover
struggle recover,3.1290309119663937,0.38059708462699204,-0.44959274459536236,-0.15888710029618705,0.2523755740499086,struggle recover
One,40.17810915336203,0.094065266086444,-0.028556747902267036,0.0025311202722354273,-0.07684919725182018,One
recover one,3.1526779310643436,0.4064831298669627,-0.4571216292952389,-0.2135456195307067,0.29494377213308076,recover one
one year,3.178799661937286,0.41718410733014405,-0.46537306150824553,-0.2399146176891435,0.3183356792253763,one year
year after,3.7322686677064225,0.2829973987005088,-0.4474437867101749,-0.1935445918865838,0.40002719283558774,year after
intense,112.26080571408627,-0.11820592105348549,0.029940654739352313,0.06882248290030134,-0.06551189496595627,intense
after intens+e,3.3852166001883983,0.43773689118220926,-0.5282872933294214,-0.34985974037336987,0.4431739367314691,after intens+e
intens+e storm,3.7929111859165285,0.39045944187731874,-0.6420032479455415,-0.48318710520544755,0.6414982462938881,intens+e storm
storm caused,3.5526209321603366,0.5214945357386354,-0.5765550226076918,-0.4302030378458461,0.4431684328374162,storm caused
caused devastating,3.5478176197161506,0.6299712985893257,-0.5752020602119746,-0.44153393658546414,0.30822831067374384,caused devastating
devastating floods,11.074459880818992,1.0548727429804727,-0.8239380397214141,-0.7075187539436671,-0.28818249719505984,devastating floods
floods along,3.55024905312898,0.7452620501507466,-0.5758871576110264,-0.4694838113823332,0.13729962197938952,floods along
Chollas,3.334226515011559,0.6738020769207449,-0.5131101237095326,-0.4137272720256898,0.16846797987805676,Chollas
along cholla+s,3.334226515011559,0.6738020769207449,-0.5131101237095326,-0.4137272720256898,0.16846797987805676,along cholla+s
Creek,17.126143479446792,-0.023245879478612567,0.002539375535961532,0.008350385044381636,0.004683539251161449,Creek
cholla+s creek,3.1641677211546755,0.6134367334071732,-0.46075945848849337,-0.369852920505534,0.18646485619158967,cholla+s creek
creek some,3.064214170743119,0.5766437312634444,-0.42866054927664193,-0.3444667730272689,0.19372214565024523,creek some
survivors,3.6005202196423065,0.7176163902912346,-0.5899477412518782,-0.30629812072392065,-0.0022924948093399973,survivors
the survivors,2.944420657537477,0.5315933835016079,-0.38878147782467304,-0.3148359325012326,0.1988737686178653,the survivors
survivors are,2.8724732060691007,0.5041431847411453,-0.36404280373157893,-0.2976351903205207,0.20007827708494255,survivors are
homeless,2.815680497785361,0.48229770229149654,-0.344073373039028,-0.28445642977902286,0.20004846312462893,homeless
still homeles+s,2.815680497785361,0.48229770229149654,-0.344073373039028,-0.28445642977902286,0.20004846312462893,still homeles+s
Ashley,2.702901717995237,0.43846094312972284,-0.30319530706465797,-0.2595280152553418,0.1975648131361305,Ashley
2024 ashley,2.702901717995237,0.43846094312972284,-0.30319530706465797,-0.2595280152553418,0.1975648131361305,2024 ashley
Manzano,2.6814982047422506,0.43006571226879753,-0.2952450707165683,-0.25500411115908295,0.19675234952968607,Manzano
ashley manzano,2.6814982047422506,0.43006571226879753,-0.2952450707165683,-0.25500411115908295,0.19675234952968607,ashley manzano
woke,2.6593185991841466,0.4213363851827737,-0.286939325030845,-0.2503905077610572,0.1958030295261739,woke
manzano woke,2.6593185991841466,0.4213363851827737,-0.286939325030845,-0.2503905077610572,0.1958030295261739,manzano woke
woke torrential,2.6275284165199677,0.4087664039324951,-0.2749130395249136,-0.2439126654652032,0.19425864430362824,woke torrential
downpour,2.6039607347976044,0.3993982228132484,-0.2659030462033985,-0.23921463495316073,0.1929795315198758,downpour
torrential downpour,2.6039607347976044,0.3993982228132484,-0.2659030462033985,-0.23921463495316073,0.1929795315198758,torrential downpour
outside,10.359575895200107,-0.031423286555793975,0.0065847418890099055,-0.00306069895788996,0.030329030653780613,outside
downpour outside,2.586535059197443,0.39244131720333825,-0.2591885658299076,-0.23579871190832308,0.1919631719125683,downpour outside
her,26.78753126443205,-0.04983230146672037,-0.03395890053596803,0.032036645301228545,0.0327529542140745,her
outside her,2.5722438625924537,0.38671492658535334,-0.2536480170370569,-0.2330340450689866,0.19108622025044325,outside her
grandmother,2.5654763866536356,0.3839962671602367,-0.2510135879422498,-0.23173644816737635,0.1906575998278656,grandmother
her grandmother,2.5654763866536356,0.3839962671602367,-0.2510135879422498,-0.23173644816737635,0.1906575998278656,her grandmother
home,33.57695424257018,0.17567672385009828,-0.044895129699239145,-0.0279315980387791,-0.09839064926137149,home
grandmother home,2.543534933646894,0.37514880409800533,-0.24242422043871695,-0.22758056678025107,0.1892104121010411,grandmother home
Beta,2.532074691306034,0.37050624760509976,-0.2379084035564024,-0.225440923154207,0.18842040707453409,Beta
home beta,2.532074691306034,0.37050624760509976,-0.2379084035564024,-0.225440923154207,0.18842040707453409,home beta
Street,14.601523275449749,-0.09971218898979121,0.012977528309514751,0.008571080280030391,0.06597125378708849,Street
beta street,2.525263773112739,0.3677396999067876,-0.23521492264390675,-0.22417935313563092,0.18794007311665825,beta street
street southcrest,2.5123773349387397,0.36248935697858575,-0.23009885105196162,-0.22181280148536797,0.18700959726912672,street southcrest
When,12.980105081596532,0.23640848003951412,-0.11227405823598216,-0.06867604511713608,-0.011645091927008386,When
when water,2.492448249849897,0.35432573450245186,-0.22213486106475883,-0.21820493988594084,0.18551609290826124,when water
started,3.389703532653209,0.7934923085168885,-0.5296118648469759,-0.38209385591524353,-0.12507860882623703,started
water started,2.4859371678401296,0.35164626391601966,-0.2195191191420502,-0.21703976753114387,0.18501413687868853,water started
coming,21.43144512781032,0.28661508103218225,-0.11135091164045008,-0.11086107283430177,-0.006265392776943346,coming
started coming,2.47763356678034,0.3482198215910342,-0.21617329846174682,-0.21556340532341933,0.18436418926856105,started coming
coming through,2.467812105279528,0.3441530266404022,-0.21220137153576257,-0.21383091762129747,0.18358145913252838,coming through
floorboards,2.456765717943886,0.33956000200199166,-0.20771513687400012,-0.21189994555574165,0.18268332388231295,floorboards
the floorboard+s,2.456765717943886,0.33956000200199166,-0.20771513687400012,-0.21189994555574165,0.18268332388231295,the floorboard+s
she,3.2378681893983705,0.3435344963719869,-0.3053426630556084,-0.20543390449119212,0.2526137591155718,she
floorboard+s she,2.4456113210819908,0.3349005555938432,-0.2031645215206902,-0.20996871370972067,0.1817576611931819,floorboard+s she
knew,2.442334380752173,0.33352742463818663,-0.20182369614305487,-0.2094048665065216,0.18148219314295477,knew
she knew,2.442334380752173,0.33352742463818663,-0.20182369614305487,-0.2094048665065216,0.18148219314295477,she knew
knew she,2.4456113210819908,0.3349005555938432,-0.2031645215206902,-0.20996871370972067,0.1817576611931819,knew she
had,27.824108598845346,-0.09304082487987518,0.022882478351971037,0.018602184565782325,0.02696221167269612,had
she hab+d,2.435208087797501,0.3305343656051015,-0.19890161065786421,-0.20818411791890504,0.18087767839608576,she hab+d
+3230,2.4291434952225144,0.3279795362698562,-0.19640812489159729,-0.2071510518123736,0.18035738975791687,+3230
hab+d +3230,2.4291434952225144,0.3279795362698562,-0.19640812489159729,-0.2071510518123736,0.18035738975791687,hab+d +3230
+3230 chars,2.424751148930795,0.32612463620924753,-0.19459830089967206,-0.2064061426142856,0.17997724723055056,+3230 chars
adoption,2.388284459491294,0.5774748099800037,-0.17944470959959988,-0.32855967948073167,-0.06552539638679232,adoption
double,2.5929367978808076,0.7115771890466016,-0.26166053290295915,-0.41077550278409103,-0.14774121969015172,double
adoption doubel+e,2.418296270467367,0.5997892098971565,-0.19193267253530438,-0.34104764241643626,-0.07801335932249687,adoption doubel+e
storage,2.823480091222832,0.8245358332093299,-0.34683959978072465,-0.4959545696618564,-0.23292028656791705,storage
doubel+e storage,2.4392572786411963,0.6147667581551136,-0.20056299974186936,-0.349677969623001,-0.08664368652906172,doubel+e storage
storage demands,2.4674443613877446,0.6341699152366849,-0.2120523442684066,-0.3611673141495385,-0.09813303105559906,storage demands
demands just,2.516650987053868,0.6661667770957266,-0.23179844503721925,-0.3809134149183509,-0.11787913182441151,demands just
just year+s,2.5573384514236657,0.690979528353046,-0.24783645102331417,-0.39695142090444585,-0.1339171378105065,just year+s
Seagate,2.79428406687882,0.8119043518008485,-0.33644532676191513,-0.4855602966430469,-0.22252601354910753,Seagate
year+s seagate,2.6094257279136284,0.7207892512232332,-0.2679995702792,-0.4171145401603318,-0.1540802570663924,year+s seagate
seagate survey,2.6918309616135727,0.7639859619254844,-0.299091017721738,-0.4482059876028696,-0.1851717045089303,seagate survey
finds,11.040296646131976,0.4884414579373538,-0.17917754203311168,-0.20970070072554253,-0.08451021250741134,finds
survey finds,2.801117101050261,0.8148986361707344,-0.33888770305025256,-0.48800267293138444,-0.22496838983744505,survey finds
finds the,3.8483761632194535,1.1021192636870494,-0.6565206843136376,-0.8056356541947692,-0.5426013711008298,finds the
data,10.789280361256539,0.5389531486784475,-0.1847002979945298,-0.22486919106252545,-0.1533756889982748,data
the data,3.129544389421072,0.9356189406274752,-0.4497568322450599,-0.5988718021261916,-0.33583751903225234,the data
data delug+e,3.628723899608859,1.0608595928323892,-0.5977504444371499,-0.7468654143182816,-0.4838311312243423,data delug+e
mainly,2.922715633524151,0.8645147995101501,-0.3813825963418541,-0.5304975662229859,-0.2674632831290466,mainly
delug+e mainly,2.922715633524151,0.8645147995101501,-0.3813825963418541,-0.5304975662229859,-0.2674632831290466,delug+e mainly
being,34.553413688443804,0.2654637926009399,-0.05740775566926183,-0.055729875355641625,-0.1576264541144181,being
mainly being,2.764625153241487,0.7986285833186009,-0.32577445810966577,-0.4748894279907974,-0.21185514489685822,mainly being
handled,2.679651666189463,0.7578826860832465,-0.29455621154632994,-0.44367118142746165,-0.18063689833352228,handled
being handled,2.679651666189463,0.7578826860832465,-0.29455621154632994,-0.44367118142746165,-0.18063689833352228,being handled
handled the,2.5779707670787304,0.7030384700543623,-0.25587196584637345,-0.4049869357275052,-0.14195265263356582,handled the
cloud,2.8386583217454633,0.8309387524685388,-0.3522009193996351,-0.5013158892807669,-0.23828160618682742,cloud
the cloud,2.8386583217454633,0.8309387524685388,-0.3522009193996351,-0.5013158892807669,-0.23828160618682742,the cloud
the survey,2.492466879442579,0.6507266523992098,-0.22214233545186432,-0.371257305332996,-0.10822302223905664,the survey
indicates,2.4636281052461055,0.631590651956973,-0.21050450374106483,-0.3596194736221966,-0.0965851905282571,indicates
survey indicates,2.4636281052461055,0.631590651956973,-0.21050450374106483,-0.3596194736221966,-0.0965851905282571,survey indicates
indicates that,2.4299051551112547,0.6081438603312046,-0.19672162654584646,-0.3458365964269782,-0.08280231333303904,indicates that
all,58.32418205155851,-0.07168880760295115,0.022033448012442322,0.05050144098051596,-0.06112097298753617,all
that all,2.397582137830046,0.5845011863281209,-0.1833301877452551,-0.332445157626387,-0.0694108745324476,that all
AI-related,2.388284459491294,0.5774748099800037,-0.17944470959959988,-0.32855967948073167,-0.06552539638679232,AI-related
all ai-related,2.388284459491294,0.5774748099800037,-0.17944470959959988,-0.32855967948073167,-0.06552539638679232,all ai-related
ai-related data,2.3656390859130356,0.5599159906954096,-0.16991761281449616,-0.3190325826956279,-0.05599829960168859,ai-related data
data already,2.351372449479547,0.5485162878311798,-0.16386857951079323,-0.31298354939192496,-0.049949266297985545,data already
already being,2.3385927554171677,0.5380731799096338,-0.15841876266383675,-0.3075337325449685,-0.04449944945102925,already being
stored,2.3298347512133093,0.530785960109907,-0.154666743609987,-0.3037817134911188,-0.04074743039717954,stored
being stored,2.3298347512133093,0.530785960109907,-0.154666743609987,-0.3037817134911188,-0.04074743039717954,being stored
stored the,2.3165703742416723,0.5195405405910883,-0.1489572057427276,-0.2980721756238593,-0.035037892529920074,stored the
cloud 2024,2.2981744903093464,0.5035128293084848,-0.1409845086966241,-0.2900994785777558,-0.027065195483816376,cloud 2024
2024 and,2.29201554340002,0.4980305622581391,-0.13830098119116493,-0.2874159510722967,-0.024381667978357335,2024 and
and that,2.4299051551112547,0.6081438603312046,-0.19672162654584646,-0.3458365964269782,-0.08280231333303904,and that
percentage,2.2834123095452297,0.49027186493525415,-0.13454035190339275,-0.2836553217845244,-0.02062103869058496,percentage
that percentage,2.2834123095452297,0.49027186493525415,-0.13454035190339275,-0.2836553217845244,-0.02062103869058496,that percentage
projected,2.2713354392152327,0.4791772926610497,-0.12923735850045254,-0.2783523283815843,-0.015318045287645039,projected
percentage projected,2.2713354392152327,0.4791772926610497,-0.12923735850045254,-0.2783523283815843,-0.015318045287645039,percentage projected
climb,2.2613174184138525,0.46978850674379297,-0.12481697272260397,-0.2739319426037357,-0.010897659509796386,climb
projected climb,2.2613174184138525,0.46978850674379297,-0.12481697272260397,-0.2739319426037357,-0.010897659509796386,projected climb
2028,2.2502905381420724,0.45925315822836577,-0.11992873671668668,-0.2690437065978185,-0.00600942350387898,2028
climb 2028,2.2502905381420724,0.45925315822836577,-0.11992873671668668,-0.2690437065978185,-0.00600942350387898,climb 2028
2028 more,2.245238098848144,0.4543536817091706,-0.11768097373743786,-0.2667959436185697,-0.003761660524630305,2028 more
workloads,2.2422191590185947,0.4514040468408389,-0.11633547221552017,-0.265450442096652,-0.002416159002712638,workloads
more workloads,2.2422191590185947,0.4514040468408389,-0.11633547221552017,-0.265450442096652,-0.002416159002712638,more workloads
shift,2.236474856604931,0.44574532509740983,-0.11377030230506685,-0.26288527218619856,0.00014901090774066403,shift
workloads shift,2.236474856604931,0.44574532509740983,-0.11377030230506685,-0.26288527218619856,0.00014901090774066403,workloads shift
off-premises.Read,2.2332021961575927,0.44249394910145945,-0.11230591863996738,-0.2614208885210991,0.001613394572840073,off-premises.Read
shift off-premises.read,2.2332021961575927,0.44249394910145945,-0.11230591863996738,-0.2614208885210991,0.001613394572840073,shift off-premises.read
Enti…,2.2240789188091896,0.43332272821671663,-0.10821226160835547,-0.25732723148948705,0.0057070516044522455,Enti…
off-premises.read enti…,2.2240789188091896,0.43332272821671663,-0.10821226160835547,-0.25732723148948705,0.0057070516044522455,off-premises.read enti…
nutshell,2.218959764431626,0.4281062379343481,-0.10590791226199028,-0.25502288214312197,0.008011400950817463,nutshell
enti… nutshell,2.218959764431626,0.4281062379343481,-0.10590791226199028,-0.25502288214312197,0.008011400950817463,enti… nutshell
nutshell new,2.213720983774097,0.422714345115029,-0.10354420352939546,-0.2526591734105272,0.010375109683412124,nutshell new
new global,2.2120484787802357,0.42098141578422915,-0.1027884004593853,-0.2519033703405169,0.011130912753422302,new global
global survey,2.492466879442579,0.6507266523992098,-0.22214233545186432,-0.371257305332996,-0.10822302223905664,global survey
commissioned,2.2064604770028327,0.4151504753281146,-0.10025903826389936,-0.24937400814503105,0.01366027494890828,commissioned
survey commissioned,2.2064604770028327,0.4151504753281146,-0.10025903826389936,-0.24937400814503105,0.01366027494890828,survey commissioned
commissioned storage,2.2005341448043176,0.40889646328058254,-0.0975695247611941,-0.24668449464232586,0.01634978845161351,commissioned storage
giant,2.1977366745357085,0.4059188803863578,-0.09629744727404049,-0.24541241715517226,0.01762186593876701,giant
storage giant,2.1977366745357085,0.4059188803863578,-0.09629744727404049,-0.24541241715517226,0.01762186593876701,storage giant
giant seagate,2.195705498873298,0.4037465881809779,-0.09537280744633629,-0.24448777732746807,0.018546505766471377,giant seagate
reveals,2.1930816040820753,0.400927414285961,-0.09417708068069532,-0.24329205056182707,0.0197422325321123,reveals
seagate reveals,2.1930816040820753,0.400927414285961,-0.09417708068069532,-0.24329205056182707,0.0197422325321123,seagate reveals
reveals that,2.4299051551112547,0.6081438603312046,-0.19672162654584646,-0.3458365964269782,-0.08280231333303904,reveals that
businesses,5.576461877650167,0.7969691437140534,-1.0274239039523063,0.07245913837115586,-0.9135045907394987,businesses
that business+es,2.189010004491091,0.39652353798918344,-0.09231878965149624,-0.2414337595326279,0.021600523561311293,that business+es
anticipate,2.185736828079559,0.39295716121092134,-0.09082239356387001,-0.23993736344500172,0.023096919648937793,anticipate
business+es anticipate,2.185736828079559,0.39295716121092134,-0.09082239356387001,-0.23993736344500172,0.023096919648937793,business+es anticipate
anticipate their,2.1826088606256486,0.3895270266360589,-0.08939028712751289,-0.23850525700864464,0.02452902608529485,anticipate their
their data,2.3656390859130356,0.5599159906954096,-0.16991761281449616,-0.3190325826956279,-0.05599829960168859,their data
data storage,2.2005341448043176,0.40889646328058254,-0.0975695247611941,-0.24668449464232586,0.01634978845161351,data storage
