,phrase,label,sentiment,subjectivity,language,count
late last week,late last week,DATE,,,en,1.9
March 11,March 11,DATE,,,en,1.9
over $200 million,over $200 million,MONEY,,,en,1.9
At least 16 million,At least 16 million,CARDINAL,,,en,1.9
51 years,51 years,DATE,,,en,1.9
70 years ago,70 years ago,DATE,,,en,1.9
LifePods,LifePods,PRODUCT,,,en,1.9
"1,272","1,272",CARDINAL,,,en,1.9
Sholinganallur,Sholinganallur,NORP,,,en,1.9
"the night of July 14, 2021","the night of July 14, 2021",TIME,,,en,1.9
"379,000","379,000",CARDINAL,,,en,1.9
Five years,Five years,DATE,,,en,1.9
mid-week,mid-week,DATE,,,en,1.9
the late 19th century,the late 19th century,DATE,,,en,1.9
+2833,+2833,NORP,,,en,1.9
Queensland Fire and Rescue,Queensland Fire and Rescue,FAC,,,en,1.9
Roman,Roman,NORP,,,en,1.9
"2025 /
 ","2025 /
 ",TIME,,,en,1.9
two trading days,two trading days,DATE,,,en,1.9
55 million,55 million,CARDINAL,,,en,1.9
The weekend,The weekend,DATE,,,en,1.9
Afghans,Afghans,NORP,,,en,1.9
roughly $800 billion,roughly $800 billion,MONEY,,,en,1.9
At least 25,At least 25,CARDINAL,,,en,1.9
July 1-10,July 1-10,DATE,,,en,1.9
Nashik,Nashik,NORP,,,en,1.9
at least 217,at least 217,CARDINAL,,,en,1.9
Typhoon Maysak,Typhoon Maysak,NORP,,,en,1.9
Canada Day,Canada Day,FAC,,,en,1.9
last Wednesday,last Wednesday,DATE,,,en,1.9
Londoners,Londoners,NORP,,,en,1.9
about 80,about 80,CARDINAL,,,en,1.9
"over 1,000","over 1,000",CARDINAL,,,en,1.9
Around 420,Around 420,CARDINAL,,,en,1.9
several years ago,several years ago,DATE,,,en,1.9
the September 10,the September 10,EVENT,,,en,1.9
Angolan,Angolan,NORP,0.2,0.475,en,1.9
88 million,88 million,CARDINAL,,,en,1.9
later this year,later this year,DATE,,,en,1.9
"July 16, 2026 (GLOBE NEWSWIRE)","July 16, 2026 (GLOBE NEWSWIRE)",DATE,,,en,1.9
Two months,Two months,DATE,,,en,1.9
more than 1 million,more than 1 million,CARDINAL,,,en,1.8000000000000003
"nearly 170,000","nearly 170,000",CARDINAL,,,en,1.8
Oct 9,Oct 9,DATE,,,en,1.8
more than 40 years,more than 40 years,DATE,,,en,1.8
Great Northern Highway,Great Northern Highway,FAC,,,en,1.8
more than two decades,more than two decades,DATE,,,en,1.8
Oct 5,Oct 5,DATE,,,en,1.8
Rs 2 billion,Rs 2 billion,MONEY,,,en,1.8
last week’s,last week’s,DATE,,,en,1.8
16 hours,16 hours,TIME,,,en,1.8
6.2,6.2,CARDINAL,,,en,1.8
an estimated 8 trillion dong,an estimated 8 trillion dong,MONEY,,,en,1.8
one hour,one hour,TIME,,,en,1.8
the past few years,the past few years,DATE,,,en,1.8
$303 million,$303 million,MONEY,,,en,1.8
+3260 chars,+3260 chars,WORK_OF_ART,,,en,1.8
early this month,early this month,DATE,,,en,1.8
40 years,40 years,DATE,,,en,1.8
roughly four months',roughly four months',DATE,,,en,1.8
"Tuesday, July 7","Tuesday, July 7",DATE,,,en,1.8
a mere 40 days,a mere 40 days,DATE,,,en,1.8
under 24 hours,under 24 hours,TIME,,,en,1.8
last November,last November,DATE,,,en,1.8
twenty feet,twenty feet,QUANTITY,,,en,1.8
less than half a day,less than half a day,DATE,,,en,1.8
more than 170,more than 170,CARDINAL,,,en,1.8
"the night of December 5, 2002","the night of December 5, 2002",TIME,,,en,1.8
Sept. 26,Sept. 26,DATE,,,en,1.8
roughly 39 inches,roughly 39 inches,QUANTITY,,,en,1.8
124,124,CARDINAL,,,en,1.7999999999999998
Typhoon Jangmi (,Typhoon Jangmi (,EVENT,,,en,1.7
earlier in the afternoon,earlier in the afternoon,TIME,,,en,1.7
the week starting Tuesday,the week starting Tuesday,DATE,,,en,1.7
Jul 23,Jul 23,DATE,,,en,1.7
Christmas Eve and Christmas Day,Christmas Eve and Christmas Day,DATE,,,en,1.7
"300,000","300,000",CARDINAL,,,en,1.7
Hurricane Debby,Hurricane Debby,EVENT,,,en,1.7
Nov 4,Nov 4,DATE,,,en,1.7
the Year,the Year,DATE,,,en,1.7
more than 1.5,more than 1.5,CARDINAL,,,en,1.7
Jun.,Jun.,DATE,,,en,1.7
"more than 3,500","more than 3,500",CARDINAL,,,en,1.7
the Jersey Shore,the Jersey Shore,FAC,0.8555555555555555,1.6333333333333333,en,1.7
Nov 28,Nov 28,DATE,,,en,1.7
only early July,only early July,DATE,,,en,1.7
Dec 29,Dec 29,DATE,,,en,1.7
last July 4,last July 4,DATE,,,en,1.7
September 11,September 11,DATE,,,en,1.7
Dec 20,Dec 20,DATE,,,en,1.7
+1128,+1128,CARDINAL,,,en,1.7
"More than 30,000","More than 30,000",CARDINAL,,,en,1.7
Up To 144 MPH,Up To 144 MPH,QUANTITY,,,en,1.7
Hikone Castle,Hikone Castle,FAC,,,en,1.7
late June,late June,DATE,,,en,1.7
the Sardu-Sera River,the Sardu-Sera River,FAC,,,en,1.7
"more than 20,000","more than 20,000",CARDINAL,,,en,1.7
the Week,the Week,DATE,,,en,1.7
Cyclone Alfred,Cyclone Alfred,WORK_OF_ART,,,en,1.7
"about 72,000","about 72,000",CARDINAL,,,en,1.7
between 2015 and 2024,between 2015 and 2024,CARDINAL,,,en,1.7
56%,56%,PERCENT,,,en,1.7
only one,only one,CARDINAL,,,en,1.7
Nine,Nine,CARDINAL,,,en,1.7
93,93,CARDINAL,,,en,1.7
A New Series,A New Series,EVENT,,,en,1.7
Gemini,Gemini,PRODUCT,0.0,0.1111111111111111,en,1.7
+3789,+3789,CARDINAL,,,en,1.7
Jan 8) afternoon,Jan 8) afternoon,DATE,,,en,1.7
433,433,CARDINAL,,,en,1.7
a few metres,a few metres,QUANTITY,,,en,1.7
the La Niña,the La Niña,FAC,,,en,1.7
more than a foot,more than a foot,QUANTITY,,,en,1.7
32.3 million,32.3 million,CARDINAL,,,en,1.7
as many as six,as many as six,CARDINAL,,,en,1.7
15 cm to 2.4 meters,15 cm to 2.4 meters,QUANTITY,,,en,1.7
91,91,CARDINAL,,,en,1.7
Japans,Japans,NORP,,,en,1.7
June 9th,June 9th,DATE,,,en,1.7
"The Meteorology, Climatology","The Meteorology, Climatology",WORK_OF_ART,,,en,1.7
more than 400 years,more than 400 years,DATE,,,en,1.7
"More than 27,000","More than 27,000",CARDINAL,,,en,1.7
176,176,CARDINAL,,,en,1.7
at least 25,at least 25,CARDINAL,,,en,1.7
4th,4th,ORDINAL,,,en,1.7
Weekend,Weekend,DATE,,,en,1.7
Beaver Creek,Beaver Creek,FAC,,,en,1.7
approximately 44%,approximately 44%,PERCENT,,,en,1.7
Jan 4,Jan 4,DATE,,,en,1.7
315,315,CARDINAL,,,en,1.7
Galaxy S27,Galaxy S27,PRODUCT,,,en,1.7
At least 109,At least 109,CARDINAL,,,en,1.7
20%,20%,PERCENT,,,en,1.7
Tidal Rave Festival,Tidal Rave Festival,EVENT,,,en,1.7
July 15th and July 27th,July 15th and July 27th,DATE,,,en,1.7
half a trillion dollars,half a trillion dollars,MONEY,,,en,1.7
"November 15, 2025","November 15, 2025",DATE,,,en,1.7
86,86,DATE,,,en,1.7
over half,over half,CARDINAL,,,en,1.7
$386 million,$386 million,MONEY,,,en,1.7
April 26,April 26,DATE,,,en,1.7
Meet the Press,Meet the Press,WORK_OF_ART,,,en,1.7
12 years,12 years,DATE,,,en,1.7
the hurricane season,the hurricane season,DATE,,,en,1.7
Superfund,Superfund,LAW,,,en,1.7
"nearly 400,000","nearly 400,000",CARDINAL,,,en,1.7
more than a year,more than a year,DATE,,,en,1.7
Dec 18,Dec 18,DATE,,,en,1.7
Narke,Narke,NORP,,,en,1.7
24 Hours,24 Hours,TIME,,,en,1.7
just after midnight,just after midnight,TIME,,,en,1.7
Southwest,Southwest,NORP,-0.021126760563380285,0.06338028169014084,en,1.7
Substack,Substack,PRODUCT,,,en,1.7
final day,final day,DATE,,,en,1.7
Exynos 2700,Exynos 2700,PRODUCT,,,en,1.7
2013,2013,DATE,,,en,1.7
Earlier this week,Earlier this week,DATE,,,en,1.7
8am,8am,TIME,,,en,1.7
Sept 19,Sept 19,DATE,,,en,1.7
La Palm Royal Beach Hotel,La Palm Royal Beach Hotel,FAC,,,en,1.7
"more than 200,000","more than 200,000",CARDINAL,,,en,1.7
a Week,a Week,DATE,,,en,1.7
only days,only days,DATE,,,en,1.7
Season 3,Season 3,DATE,,,en,1.7
14.1 metres,14.1 metres,QUANTITY,,,en,1.7
A day,A day,DATE,,,en,1.7
wettest month of the season,wettest month of the season,DATE,,,en,1.7
Italian-American,Italian-American,NORP,,,en,1.7
the previous day,the previous day,DATE,,,en,1.7
Sept 25,Sept 25,DATE,,,en,1.6
Korean,Korean,NORP,,,en,1.6
At least 47,At least 47,CARDINAL,,,en,1.6
Aug 9,Aug 9,DATE,,,en,1.6
Sri Lankan,Sri Lankan,NORP,,,en,1.6
Sept. 27,Sept. 27,DATE,,,en,1.6
June 3,June 3,DATE,,,en,1.6
At least 66,At least 66,CARDINAL,,,en,1.6
early 2026,early 2026,DATE,,,en,1.6
Times Square,Times Square,FAC,,,en,1.6
Honduran,Honduran,NORP,,,en,1.6
Mamdani,Mamdani,PRODUCT,,,en,1.6
Hurricane Helene's,Hurricane Helene's,EVENT,,,en,1.6
ten years,ten years,DATE,,,en,1.6
June 2,June 2,DATE,,,en,1.6
less than half,less than half,CARDINAL,,,en,1.6
many years,many years,DATE,,,en,1.6
Iranians,Iranians,NORP,,,en,1.6
2030,2030,DATE,,,en,1.6
114,114,CARDINAL,,,en,1.6
sixth,sixth,ORDINAL,,,en,1.6
100%,100%,PERCENT,,,en,1.5000000000000002
more than 25 million,more than 25 million,CARDINAL,,,en,1.5
30th,30th,ORDINAL,,,en,1.5
2014,2014,DATE,,,en,1.4000000000000001
Filipino,Filipino,NORP,,,en,1.4
Hurricane Kiko,Hurricane Kiko,EVENT,,,en,1.4
the night,the night,TIME,,,en,1.4
30%,30%,PERCENT,,,en,1.4
80%,80%,PERCENT,,,en,1.4
Almost 300,Almost 300,CARDINAL,,,en,1.4
Death Valley National Park,Death Valley National Park,FAC,,,en,1.4
nearly 700,nearly 700,CARDINAL,,,en,1.4
Filipinos,Filipinos,NORP,,,en,1.3000000000000003
4.4,4.4,CARDINAL,,,en,1.3000000000000003
next year's,next year's,DATE,,,en,1.3
Central American,Central American,NORP,,,en,1.3
the 2026 World Cup,the 2026 World Cup,EVENT,,,en,1.3
five o’clock… EVERY WEEKDAY EVENING,five o’clock… EVERY WEEKDAY EVENING,TIME,,,en,1.3
1888,1888,DATE,,,en,1.3
14 inches,14 inches,QUANTITY,,,en,1.3
Danny New,Danny New,FAC,,,en,1.3
"1,230","1,230",CARDINAL,,,en,1.3
59,59,CARDINAL,,,en,1.3
around $850,around $850,MONEY,,,en,1.3
2 p.m.,2 p.m.,TIME,,,en,1.3
the next five years,the next five years,DATE,,,en,1.3
More than 400,More than 400,CARDINAL,,,en,1.3
five decades,five decades,DATE,,,en,1.3
over 50,over 50,CARDINAL,,,en,1.3
$3 billion,$3 billion,MONEY,,,en,1.3
the 2026 rainy season,the 2026 rainy season,DATE,,,en,1.3
around 10%,around 10%,PERCENT,,,en,1.3
years ago,years ago,DATE,,,en,1.3
"12,000","12,000",CARDINAL,,,en,1.3
hundred,hundred,CARDINAL,,,en,1.3
30 days,30 days,DATE,,,en,1.3
"more than 60,000","more than 60,000",CARDINAL,,,en,1.3
4.3B,4.3B,MONEY,,,en,1.3
two-thirds,two-thirds,CARDINAL,,,en,1.3
hottest-year,hottest-year,DATE,,,en,1.3
"8,000","8,000",MONEY,,,en,1.3
Storm Bram,Storm Bram,PRODUCT,,,en,1.3
Grand Canal Dock,Grand Canal Dock,FAC,,,en,1.3
her 80s,her 80s,DATE,,,en,1.3
the Hill Country,the Hill Country,FAC,-0.07017543859649122,0.3070175438596491,en,1.3
at least 38,at least 38,CARDINAL,,,en,1.3
Stockbridge Road,Stockbridge Road,FAC,,,en,1.3
less than 24 hours,less than 24 hours,TIME,,,en,1.3
Uluru,Uluru,NORP,,,en,1.3
Summer Game Fest,Summer Game Fest,DATE,,,en,1.3
last months,last months,DATE,,,en,1.3
six inches,six inches,QUANTITY,,,en,1.3
Oct. 1,Oct. 1,DATE,,,en,1.3
0.5%,0.5%,PERCENT,,,en,1.3
More than 200,More than 200,CARDINAL,,,en,1.3
hundreds of kilometres,hundreds of kilometres,QUANTITY,,,en,1.3
the summer of 2025,the summer of 2025,DATE,,,en,1.3
Mar 11,Mar 11,DATE,,,en,1.3
these days,these days,DATE,,,en,1.3
Tropical Storm Bertha,Tropical Storm Bertha,WORK_OF_ART,0.1621212121212121,1.1515151515151514,en,1.3
the 2027 fiscal year,the 2027 fiscal year,DATE,,,en,1.3
#,#,CARDINAL,,,en,1.3
more than 60,more than 60,CARDINAL,,,en,1.3
the next 72 hours,the next 72 hours,DATE,,,en,1.3
Sundays,Sundays,DATE,,,en,1.3
March 2026,March 2026,DATE,,,en,1.3
the past 160 years,the past 160 years,DATE,,,en,1.3
Red Hook,Red Hook,FAC,,,en,1.3
nearly a century,nearly a century,DATE,,,en,1.3
3 Days,3 Days,DATE,,,en,1.3
Aug 10,Aug 10,DATE,,,en,1.3
the weeks and months,the weeks and months,DATE,,,en,1.3
just 72 hours,just 72 hours,TIME,,,en,1.3
220bn,220bn,MONEY,,,en,1.3
more than 7 million,more than 7 million,CARDINAL,,,en,1.3
only three,only three,CARDINAL,,,en,1.3
$7.5 million,$7.5 million,MONEY,,,en,1.3
up to 4 million,up to 4 million,CARDINAL,,,en,1.3
Arabs,Arabs,NORP,,,en,1.3
rainy seasons,rainy seasons,DATE,,,en,1.3
December day,December day,DATE,,,en,1.3
Hurricane Ida,Hurricane Ida,EVENT,,,en,1.3
Argentine,Argentine,NORP,,,en,1.3
the last 20 years,the last 20 years,DATE,,,en,1.3
all week,all week,DATE,,,en,1.3
$1.14 billion,$1.14 billion,MONEY,,,en,1.3
Dec. 15,Dec. 15,DATE,,,en,1.3
Dems,Dems,NORP,,,en,1.3
Tropical Storm Cristina,Tropical Storm Cristina,WORK_OF_ART,,,en,1.3
Five minutes,Five minutes,TIME,,,en,1.3
Tuesday night,Tuesday night,TIME,,,en,1.3
five years,five years,DATE,,,en,1.3
his first day,his first day,DATE,,,en,1.3
nearly three months,nearly three months,DATE,,,en,1.3
Crypto,Crypto,PRODUCT,,,en,1.3
One million,One million,CARDINAL,,,en,1.3
"More than 150,000","More than 150,000",CARDINAL,,,en,1.3
JULY 04,JULY 04,DATE,,,en,1.3
Covid,Covid,NORP,,,en,1.3
July 21,July 21,DATE,,,en,1.3
Bengaluru,Bengaluru,NORP,0.02727272727272727,0.08181818181818182,en,1.3
more than 200 millimetres,more than 200 millimetres,QUANTITY,,,en,1.3
more than $100 billion,more than $100 billion,MONEY,,,en,1.3
Week,Week,DATE,,,en,1.3
Black Friday,Black Friday,EVENT,,,en,1.2000000000000002
October 29,October 29,DATE,,,en,1.2000000000000002
73%,73%,PERCENT,,,en,1.2000000000000002
late-night,late-night,TIME,,,en,1.2000000000000002
188,188,CARDINAL,,,en,1.2000000000000002
October 28,October 28,DATE,,,en,1.2000000000000002
more than six months,more than six months,DATE,,,en,1.2000000000000002
"1,600","1,600",CARDINAL,,,en,1.2000000000000002
early October,early October,DATE,,,en,1.2000000000000002
Nazi,Nazi,NORP,,,en,1.2000000000000002
autumn,autumn,DATE,,,en,1.2000000000000002
this autumn,this autumn,DATE,,,en,1.2000000000000002
Oct 7,Oct 7,DATE,,,en,1.2000000000000002
the WA Day long weekend,the WA Day long weekend,DATE,,,en,1.2
Arc,Arc,PRODUCT,,,en,1.2
Operation Metro Surge,Operation Metro Surge,FAC,,,en,1.2
the first days of meteorological summer,the first days of meteorological summer,DATE,,,en,1.2
just a third,just a third,CARDINAL,,,en,1.2
10 Seconds,10 Seconds,TIME,,,en,1.2
19th,19th,ORDINAL,,,en,1.2
about 200,about 200,CARDINAL,,,en,1.2
Hungarian,Hungarian,NORP,,,en,1.2
the Panama Canal,the Panama Canal,FAC,,,en,1.2
220%,220%,PERCENT,,,en,1.2
this April,this April,DATE,,,en,1.2
September 8,September 8,DATE,,,en,1.2
5th,5th,ORDINAL,,,en,1.2
Rwandan,Rwandan,NORP,,,en,1.2
nearly 23%,nearly 23%,PERCENT,,,en,1.2
hundreds of miles,hundreds of miles,QUANTITY,,,en,1.2
Q1,Q1,CARDINAL,,,en,1.2
11th,11th,ORDINAL,,,en,1.2
75th,75th,ORDINAL,,,en,1.2
more than 1.4 million,more than 1.4 million,CARDINAL,,,en,1.1
the First World War,the First World War,EVENT,,,en,1.1
that month,that month,DATE,,,en,1.1
Typhoon Fung-wong's,Typhoon Fung-wong's,EVENT,,,en,1.1
2025 America,2025 America,QUANTITY,,,en,1.1
just two hours,just two hours,TIME,,,en,1.1
[2 years,[2 years,DATE,,,en,1.1
the fall fire season,the fall fire season,DATE,,,en,1.1
another weekend,another weekend,DATE,,,en,1.1
Sept. 28,Sept. 28,DATE,,,en,1.1
Swastika,Swastika,NORP,,,en,1.1
"May 7, 1915","May 7, 1915",DATE,,,en,1.1
less than 0.1%,less than 0.1%,PERCENT,,,en,1.1
end-of-year,end-of-year,DATE,,,en,1.1
the recent 30 years,the recent 30 years,DATE,,,en,1.1
180km,180km,QUANTITY,,,en,1.1
up to four million,up to four million,CARDINAL,,,en,1.1
1 million,1 million,CARDINAL,,,en,1.1
this Friday,this Friday,DATE,,,en,1.1
53.03,53.03,CARDINAL,,,en,1.1
early July,early July,DATE,,,en,1.1
up to five metres,up to five metres,QUANTITY,,,en,1.1
185 mph,185 mph,QUANTITY,,,en,1.1
a few months,a few months,DATE,,,en,1.1
nine months,nine months,DATE,,,en,1.1
25 years,25 years,DATE,,,en,1.1
11 years later,11 years later,DATE,,,en,1.1
more than a few,more than a few,CARDINAL,,,en,1.1
Amazonian,Amazonian,NORP,,,en,1.1
fifty years ago,fifty years ago,DATE,,,en,1.1
Nov 6,Nov 6,DATE,,,en,1.1
seconds,seconds,TIME,,,en,1.1
"153,074","153,074",CARDINAL,,,en,1.1
10 NOV 1975,10 NOV 1975,DATE,,,en,1.1
Earlier this year,Earlier this year,DATE,,,en,1.1
dozen,dozen,CARDINAL,,,en,1.1
the Great Smoky Mountains,the Great Smoky Mountains,EVENT,,,en,1.1
190,190,CARDINAL,,,en,1.1
7;10 PM EST,7;10 PM EST,TIME,,,en,1.1
full-year,full-year,DATE,,,en,1.1
just three,just three,CARDINAL,,,en,1.1
late last month,late last month,DATE,,,en,1.1
the new week,the new week,DATE,,,en,1.0
+7163,+7163,NORP,,,en,1.0
up to a month's,up to a month's,DATE,,,en,1.0
floodwatersABC News - Breaking News,floodwatersABC News - Breaking News,FAC,,,en,1.0
"Friday, Nov. 14, 2025","Friday, Nov. 14, 2025",DATE,,,en,1.0
"the TEA
","the TEA
",PRODUCT,,,en,1.0
2025-11-14,2025-11-14,DATE,,,en,1.0
"more than 260,000","more than 260,000",CARDINAL,,,en,1.0
11am,11am,TIME,,,en,1.0
Nov. 17,Nov. 17,DATE,,,en,1.0
"983,970","983,970",CARDINAL,,,en,1.0
Nearly a dozen,Nearly a dozen,CARDINAL,,,en,1.0
10:30 p.m.,10:30 p.m.,TIME,,,en,1.0
9am,9am,TIME,,,en,1.0
La Palm,La Palm,FAC,,,en,1.0
over months,over months,DATE,,,en,1.0
Tidal Rave 2025:,Tidal Rave 2025:,WORK_OF_ART,,,en,1.0
2025-11-15,2025-11-15,DATE,,,en,1.0
Anglo American,Anglo American,NORP,,,en,1.0
the last quarter,the last quarter,DATE,,,en,1.0
2025-11-16 23:53:08,2025-11-16 23:53:08,DATE,,,en,1.0
Hurricane Irmas,Hurricane Irmas,EVENT,,,en,1.0
Winter's,Winter's,DATE,,,en,1.0
70.7 million,70.7 million,CARDINAL,,,en,1.0
The 19th,The 19th,DATE,,,en,1.0
47.2 million,47.2 million,CARDINAL,,,en,1.0
Nearly 12 centimetres,Nearly 12 centimetres,QUANTITY,,,en,1.0
two year… [,two year… [,DATE,,,en,1.0
August through October,August through October,DATE,,,en,1.0
309,309,CARDINAL,,,en,1.0
about a third,about a third,CARDINAL,,,en,1.0
July 2021,July 2021,DATE,,,en,1.0
Between 0.75,Between 0.75,CARDINAL,,,en,1.0
an additional 0.5 inches,an additional 0.5 inches,QUANTITY,,,en,1.0
DHAKA:,DHAKA:,WORK_OF_ART,,,en,1.0
+9398 chars,+9398 chars,WORK_OF_ART,,,en,1.0
More than 1.5 metres,More than 1.5 metres,QUANTITY,,,en,1.0
"1,500 mm","1,500 mm",QUANTITY,,,en,1.0
Nearly nine hundred,Nearly nine hundred,CARDINAL,,,en,1.0
July 14 this past summer,July 14 this past summer,DATE,,,en,1.0
"Almost 320,000","Almost 320,000",CARDINAL,,,en,1.0
Depar,Depar,LANGUAGE,,,en,1.0
Shah Alam,Shah Alam,PRODUCT,0.0,0.0,en,1.0
35 years,35 years,DATE,,,en,1.0
"at least 56,000","at least 56,000",CARDINAL,,,en,1.0
1979)319,1979)319,CARDINAL,,,en,1.0
169172,169172,DATE,,,en,1.0
At least 51,At least 51,CARDINAL,,,en,1.0
"186,000","186,000",CARDINAL,,,en,1.0
$343m,$343m,MONEY,,,en,1.0
Cross River,Cross River,FAC,0.025000000000000005,0.043750000000000004,en,1.0
Nov 24,Nov 24,DATE,,,en,1.0
"97,000","97,000",CARDINAL,,,en,1.0
the damage after days,the damage after days,DATE,,,en,1.0
next three days,next three days,DATE,,,en,1.0
Nov 24).Floods,Nov 24).Floods,DATE,,,en,1.0
-1.18%,-1.18%,PERCENT,,,en,1.0
19 November,19 November,DATE,,,en,1.0
Around 54%,Around 54%,PERCENT,,,en,1.0
49%,49%,PERCENT,,,en,1.0
1.65 inches,1.65 inches,QUANTITY,,,en,1.0
"5,370","5,370",CARDINAL,,,en,1.0
Over 1 million,Over 1 million,CARDINAL,,,en,1.0
Native Americans,Native Americans,NORP,,,en,1.0
as 200mm,as 200mm,QUANTITY,,,en,1.0
up to 200mm,up to 200mm,QUANTITY,,,en,1.0
at least Wednesday,at least Wednesday,DATE,,,en,1.0
Cloudflare,Cloudflare,PRODUCT,,,en,1.0
last Thursday,last Thursday,DATE,,,en,1.0
"398,645","398,645",CARDINAL,,,en,1.0
Kenyas,Kenyas,FAC,,,en,1.0
as 85 million pounds,as 85 million pounds,QUANTITY,,,en,1.0
MattersThe,MattersThe,DATE,,,en,1.0
991,991,CARDINAL,,,en,1.0
$218 million,$218 million,MONEY,,,en,1.0
at least 139,at least 139,CARDINAL,,,en,1.0
Milwaukee Metal Festival 2026,Milwaukee Metal Festival 2026,EVENT,,,en,1.0
"June 5 through 7, 2026","June 5 through 7, 2026",DATE,,,en,1.0
"Thursday, Nov. 20","Thursday, Nov. 20",DATE,,,en,1.0
1.12 inches,1.12 inches,QUANTITY,,,en,1.0
Vietnam Flood Deaths Climb as Heavy Rain Drenches Coffee Region,Vietnam Flood Deaths Climb as Heavy Rain Drenches Coffee Region,WORK_OF_ART,,,en,1.0
the week ended November 21,the week ended November 21,DATE,,,en,1.0
26.4 mm,26.4 mm,QUANTITY,,,en,1.0
"Around 61,000","Around 61,000",CARDINAL,,,en,1.0
New Series,New Series,EVENT,,,en,1.0
more than 400,more than 400,CARDINAL,,,en,1.0
+96,+96,NORP,,,en,1.0
nearly 10 percent,nearly 10 percent,PERCENT,,,en,1.0
more than $3 billion,more than $3 billion,MONEY,,,en,1.0
the last four decades,the last four decades,DATE,,,en,1.0
Hurricane Sandy,Hurricane Sandy,EVENT,,,en,1.0
About 60 million,About 60 million,CARDINAL,,,en,1.0
early summer,early summer,DATE,,,en,1.0
"the night of Oct. 29, 2012","the night of Oct. 29, 2012",TIME,,,en,1.0
Mantoloking o,Mantoloking o,FAC,,,en,1.0
Coastal Highway,Coastal Highway,FAC,,,en,1.0
"900,000","900,000",CARDINAL,,,en,1.0
Dangerous Overnight Warmth Continue,Dangerous Overnight Warmth Continue,WORK_OF_ART,,,en,1.0
611,611,CARDINAL,,,en,1.0
Cheviot,Cheviot,NORP,,,en,1.0
Love Is a Kingdom,Love Is a Kingdom,WORK_OF_ART,,,en,1.0
"around 800,000","around 800,000",CARDINAL,,,en,1.0
AMMA100%,AMMA100%,PERCENT,,,en,1.0
about 50 m,about 50 m,QUANTITY,,,en,1.0
the Malaca Strait la,the Malaca Strait la,FAC,,,en,1.0
midnight to 15:00 GMT,midnight to 15:00 GMT,TIME,,,en,1.0
more than 2.8 billion,more than 2.8 billion,CARDINAL,,,en,1.0
Mid-Atlantic,Mid-Atlantic,NORP,0.017786561264822132,0.08413325804630152,en,1.0
"More than 1,800","More than 1,800",CARDINAL,,,en,1.0
at least 961,at least 961,CARDINAL,,,en,1.0
293,293,CARDINAL,,,en,1.0
nearly 60 million,nearly 60 million,CARDINAL,,,en,1.0
Two-Day,Two-Day,DATE,,,en,1.0
Western,Western,NORP,,,en,1.0
the last week's,the last week's,DATE,,,en,1.0
837,837,CARDINAL,,,en,1.0
the day 21 years ago,the day 21 years ago,DATE,,,en,1.0
Travis Kelces,Travis Kelces,PRODUCT,,,en,1.0
Pen-Roha,Pen-Roha,PRODUCT,,,en,1.0
"more than 1,300","more than 1,300",CARDINAL,,,en,1.0
+4571 chars,+4571 chars,WORK_OF_ART,,,en,1.0
Srinagar:,Srinagar:,WORK_OF_ART,,,en,1.0
$1.4 billion,$1.4 billion,MONEY,,,en,1.0
taking days,taking days,DATE,,,en,1.0
Three weeks,Three weeks,DATE,,,en,1.0
a year earlier,a year earlier,DATE,,,en,1.0
Israeli American,Israeli American,NORP,,,en,1.0
20 inches,20 inches,QUANTITY,,,en,1.0
NewsFeed,NewsFeed,NORP,,,en,1.0
December 3,December 3,DATE,,,en,1.0
$846 Million,$846 Million,MONEY,,,en,1.0
"today, December 4","today, December 4",DATE,,,en,1.0
only 18%,only 18%,PERCENT,,,en,1.0
the Emergency Bull,the Emergency Bull,WORK_OF_ART,,,en,1.0
late November,late November,DATE,,,en,1.0
at least 804,at least 804,CARDINAL,,,en,1.0
"today, Thursday","today, Thursday",DATE,,,en,1.0
1607,1607,CARDINAL,,,en,1.0
A True Report of Certaine Wonderfull Ouerflowings of Waters,A True Report of Certaine Wonderfull Ouerflowings of Waters,WORK_OF_ART,,,en,1.0
the month of December,the month of December,DATE,,,en,1.0
Almost half,Almost half,CARDINAL,,,en,1.0
$700 billion,$700 billion,MONEY,,,en,1.0
132 millimetres,132 millimetres,QUANTITY,,,en,1.0
10am,10am,TIME,,,en,1.0
3 decades,3 decades,DATE,,,en,1.0
1996,1996,DATE,,,en,1.0
"December 1, 2025","December 1, 2025",DATE,,,en,1.0
up to 10 a.m.,up to 10 a.m.,TIME,,,en,1.0
Tens Of Thousands,Tens Of Thousands,CARDINAL,,,en,1.0
Winter Storm Byron,Winter Storm Byron,DATE,,,en,1.0
eight-month-old,eight-month-old,DATE,,,en,1.0
about 15 feet,about 15 feet,QUANTITY,,,en,1.0
+4707 chars,+4707 chars,WORK_OF_ART,,,en,1.0
"June 22, 2026","June 22, 2026",DATE,,,en,1.0
"class=""excerpt","class=""excerpt",NORP,,,en,1.0
early December 2025,early December 2025,DATE,,,en,1.0
"More than 800,000","More than 800,000",CARDINAL,,,en,1.0
"At least 78,000","At least 78,000",CARDINAL,,,en,1.0
761,761,CARDINAL,,,en,1.0
"about 850,000","about 850,000",CARDINAL,,,en,1.0
as much as 16 inches,as much as 16 inches,QUANTITY,,,en,1.0
the 1990s,the 1990s,DATE,,,en,1.0
More than $2 million,More than $2 million,MONEY,,,en,1.0
128,128,CARDINAL,,,en,1.0
